knowledge_accuracy|knowledge_total_count|resource_preference|active_days|resource_form|resource_knowledges|resource_tags|resource_time|post_3d_correct_rate|post_practice_count|is_first_submit_24h|is_complete|is_correct|is_view_analysis|watch_rate|is_pause|is_replay|correct_rate_change
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|1|0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0|0.82,0.55,0.47,0.52,0.52,0.58,0.55,0.45,0.41,0.51,0.41,0.58,0.43,0.57,0.4,0.53,0.46,0.47,0.58,0.49,0.41,0.43,0.48,0.46,0.41,0.57,0.53,0.53,0.45,0.55,0.56,0.41,0.56,0.44,0.44,0.42,0.46,0.55,0.57,0.43,0.46,0.5,0.59,0.45,0.48,0.47,0.56,0.53,0.44|25,16,13,16,14,16,14,15,18,12,14,14,16,13,16,11,11,17,16,13,13,10,10,12,13,11,15,13,12,17,16,18,11,10,14,11,16,14,18,15,18,15,13,11,17,11,17,16,14|0|0|1|0|0.9700|1|0|0.32
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|1|0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0|0.87,0.56,0.56,0.4,0.42,0.48,0.5,0.6,0.49,0.42,0.4,0.58,0.55,0.54,0.41,0.46,0.59,0.5,0.5,0.48,0.44,0.41,0.59,0.55,0.57,0.42,0.58,0.58,0.51,0.5,0.41,0.46,0.46,0.59,0.45,0.48,0.57,0.57,0.46,0.5,0.53,0.49,0.44,0.42,0.56,0.43,0.57,0.44,0.54|22,15,13,16,16,15,13,10,11,14,17,18,14,14,16,15,18,13,15,17,11,18,10,16,15,10,14,11,11,16,18,13,11,14,10,13,12,16,18,12,12,10,10,17,11,16,11,11,11|1|1|1|1|0.8200|1|0|0.37
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|1|0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0|0.84,0.57,0.58,0.5,0.52,0.55,0.56,0.45,0.45,0.59,0.48,0.5,0.58,0.43,0.45,0.58,0.52,0.53,0.46,0.49,0.41,0.5,0.57,0.57,0.41,0.54,0.48,0.45,0.48,0.49,0.48,0.5,0.58,0.6,0.56,0.48,0.5,0.45,0.59,0.48,0.42,0.59,0.49,0.49,0.6,0.46,0.47,0.52,0.5|23,14,18,14,14,11,18,12,13,16,16,10,10,15,17,17,17,11,10,17,18,18,11,10,18,17,17,13,11,16,10,17,12,13,17,16,14,12,17,17,18,15,18,12,10,17,16,12,16|1|1|1|0|0.9200|1|0|0.34
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|1|0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0|0.87,0.55,0.5,0.58,0.52,0.42,0.51,0.52,0.5,0.49,0.57,0.53,0.42,0.42,0.49,0.42,0.48,0.56,0.58,0.56,0.46,0.41,0.41,0.45,0.49,0.46,0.5,0.41,0.55,0.56,0.52,0.59,0.43,0.54,0.4,0.52,0.4,0.54,0.53,0.56,0.52,0.56,0.42,0.45,0.59,0.46,0.51,0.54,0.53|22,13,14,15,15,12,11,11,18,10,11,15,17,13,17,18,11,12,17,15,13,15,12,12,16,15,14,15,13,13,15,10,12,12,17,17,12,11,14,11,13,12,15,15,16,14,16,15,11|0|0|1|0|0.8300|1|0|0.37
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|1|0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0|0.84,0.5,0.49,0.55,0.54,0.4,0.51,0.57,0.46,0.57,0.4,0.56,0.4,0.55,0.54,0.57,0.44,0.57,0.57,0.51,0.45,0.42,0.58,0.49,0.44,0.55,0.6,0.53,0.55,0.56,0.46,0.49,0.57,0.47,0.47,0.52,0.6,0.52,0.55,0.5,0.58,0.47,0.53,0.48,0.52,0.54,0.47,0.57,0.53|22,11,13,18,17,15,18,15,16,15,14,13,10,15,12,18,12,14,17,16,10,18,13,11,10,10,16,16,10,13,15,15,13,10,16,14,10,11,13,11,17,17,14,13,12,10,13,14,16|1|0|1|0|0.9800|1|0|0.34
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|1|0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0|0.86,0.51,0.53,0.59,0.48,0.56,0.56,0.41,0.49,0.46,0.44,0.6,0.53,0.57,0.46,0.54,0.42,0.5,0.54,0.52,0.59,0.41,0.45,0.5,0.52,0.55,0.46,0.57,0.48,0.53,0.51,0.59,0.59,0.44,0.45,0.48,0.59,0.58,0.41,0.4,0.55,0.51,0.41,0.49,0.49,0.43,0.47,0.46,0.57|22,14,14,10,15,11,15,16,18,14,13,14,13,14,11,17,14,11,17,13,15,16,17,15,18,12,15,12,18,14,18,16,16,17,11,16,17,14,10,10,13,18,16,16,14,15,17,17,14|0|0|1|0|0.9900|1|0|0.36
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|1|0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0|0.85,0.42,0.59,0.41,0.53,0.46,0.47,0.6,0.57,0.52,0.6,0.52,0.45,0.41,0.6,0.6,0.41,0.53,0.5,0.58,0.42,0.43,0.48,0.5,0.52,0.47,0.45,0.41,0.48,0.5,0.42,0.5,0.53,0.5,0.43,0.42,0.46,0.45,0.41,0.42,0.52,0.58,0.54,0.43,0.54,0.5,0.52,0.43,0.49|23,18,16,10,10,10,11,14,12,12,15,13,16,12,10,11,11,16,12,10,18,13,11,14,14,13,15,14,17,12,15,16,17,10,10,11,12,18,16,12,15,12,16,14,10,13,11,10,11|0|0|0|1|0.9500|0|0|0.35
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|1|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0|0.84,0.6,0.45,0.54,0.51,0.49,0.56,0.49,0.5,0.58,0.47,0.44,0.54,0.45,0.49,0.46,0.46,0.49,0.48,0.43,0.49,0.58,0.5,0.45,0.52,0.56,0.46,0.59,0.44,0.58,0.54,0.46,0.51,0.46,0.5,0.6,0.57,0.51,0.42,0.56,0.54,0.57,0.43,0.57,0.45,0.57,0.47,0.55,0.58|25,17,17,14,10,14,11,17,15,16,17,17,18,18,17,18,10,18,18,17,18,18,12,18,11,10,10,11,10,12,10,17,17,15,11,14,13,10,13,17,10,16,16,12,15,12,18,18,17|0|0|1|0|0.8400|1|0|0.34
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|1|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0|0.89,0.53,0.43,0.47,0.46,0.42,0.46,0.46,0.57,0.58,0.59,0.55,0.44,0.51,0.5,0.58,0.51,0.5,0.51,0.42,0.4,0.5,0.44,0.45,0.6,0.6,0.44,0.55,0.4,0.52,0.46,0.42,0.54,0.54,0.52,0.51,0.49,0.42,0.43,0.59,0.5,0.6,0.57,0.49,0.4,0.52,0.43,0.53,0.57|23,15,13,11,17,10,11,12,15,12,18,11,15,17,17,14,13,13,15,11,11,17,14,10,14,11,17,11,16,15,10,12,12,13,11,12,15,12,16,11,12,15,12,16,17,13,18,18,10|0|0|1|0|0.8300|1|0|0.39
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|1|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0|0.89,0.43,0.55,0.53,0.5,0.57,0.49,0.4,0.43,0.52,0.52,0.46,0.57,0.47,0.51,0.52,0.48,0.52,0.48,0.48,0.42,0.57,0.58,0.43,0.59,0.41,0.58,0.46,0.43,0.47,0.53,0.47,0.46,0.53,0.53,0.59,0.5,0.43,0.52,0.44,0.41,0.52,0.47,0.48,0.43,0.52,0.52,0.58,0.49|22,12,18,16,10,14,17,12,13,18,12,13,18,15,15,12,18,14,11,16,13,17,18,10,14,18,11,15,12,11,14,14,18,13,14,16,13,11,18,16,13,18,14,12,10,16,16,16,10|0|0|1|0|0.8800|0|0|0.39
